,Not_purchased,Purchased
546,0.7846076,0.21539241
547,0.80574226,0.19425777
548,0.80732954,0.19267045
549,0.8088467,0.1911533
550,0.7964912,0.2035088
551,0.8088467,0.1911533
552,0.8088467,0.1911533
553,0.8088467,0.1911533
554,0.80732954,0.19267045
555,0.8088467,0.1911533
556,0.55388343,0.44611657
557,0.80732954,0.19267045
558,0.5525937,0.44740632
559,0.8088467,0.1911533
560,0.8088467,0.1911533
561,0.80574226,0.19425777
562,0.80732954,0.19267045
563,0.80574226,0.19425777
564,0.8088467,0.1911533
565,0.80732954,0.19267045
566,0.8088467,0.1911533
567,0.8088467,0.1911533
568,0.8088467,0.1911533
569,0.6846373,0.31536266
570,0.7781079,0.22189215
571,0.8088467,0.1911533
572,0.8088467,0.1911533
573,0.7906553,0.2093447
574,0.8088467,0.1911533
575,0.80574226,0.19425777
576,0.46185255,0.53814745
577,0.80574226,0.19425777
578,0.80732954,0.19267045
579,0.6045637,0.3954363
580,0.8088467,0.1911533
581,0.49458063,0.5054194
582,0.7964912,0.2035088
583,0.8088467,0.1911533
584,0.43622452,0.5637755
585,0.8088467,0.1911533
586,0.8088467,0.1911533
587,0.8088467,0.1911533
588,0.80732954,0.19267045
589,0.43622452,0.5637755
590,0.8088467,0.1911533
591,0.80732954,0.19267045
592,0.8088467,0.1911533
593,0.74608994,0.25391006
594,0.8088467,0.1911533
595,0.80574226,0.19425777
596,0.8088467,0.1911533
597,0.8088467,0.1911533
598,0.8088467,0.1911533
599,0.8088467,0.1911533
600,0.80732954,0.19267045
601,0.80732954,0.19267045
602,0.8088467,0.1911533
603,0.80732954,0.19267045
604,0.7191464,0.2808536
605,0.80574226,0.19425777
606,0.80732954,0.19267045
607,0.8088467,0.1911533
608,0.55388343,0.44611657
609,0.80732954,0.19267045
610,0.80732954,0.19267045
611,0.8088467,0.1911533
612,0.8088467,0.1911533
613,0.80732954,0.19267045
614,0.8088467,0.1911533
615,0.8088467,0.1911533
616,0.54962134,0.45037863
617,0.8088467,0.1911533
618,0.80732954,0.19267045
619,0.8088467,0.1911533
620,0.8088467,0.1911533
621,0.80732954,0.19267045
622,0.8088467,0.1911533
623,0.6830928,0.31690723
624,0.80732954,0.19267045
625,0.8088467,0.1911533
626,0.7964912,0.2035088
627,0.8088467,0.1911533
628,0.8088467,0.1911533
629,0.4899869,0.5100131
630,0.74507374,0.25492626
631,0.80732954,0.19267045
632,0.8088467,0.1911533
633,0.80732954,0.19267045
634,0.80574226,0.19425777
635,0.8088467,0.1911533
636,0.80574226,0.19425777
637,0.7964912,0.2035088
638,0.53346956,0.46653047
639,0.80732954,0.19267045
640,0.47526366,0.52473634
641,0.8088467,0.1911533
642,0.8088467,0.1911533
643,0.80732954,0.19267045
644,0.6846373,0.31536266
645,0.80732954,0.19267045
646,0.80732954,0.19267045
647,0.80732954,0.19267045
648,0.8088467,0.1911533
649,0.7964912,0.2035088
650,0.8088467,0.1911533
651,0.79227,0.20773001
652,0.80732954,0.19267045
653,0.8088467,0.1911533
654,0.41420197,0.585798
655,0.8088467,0.1911533
656,0.80732954,0.19267045
657,0.43622452,0.5637755
658,0.44310397,0.55689603
659,0.6830928,0.31690723
660,0.8088467,0.1911533
661,0.8088467,0.1911533
662,0.6846373,0.31536266
663,0.49458063,0.5054194
664,0.80732954,0.19267045
665,0.8088467,0.1911533
666,0.80574226,0.19425777
667,0.8088467,0.1911533
668,0.8088467,0.1911533
669,0.5419257,0.45807427
670,0.8088467,0.1911533
671,0.80574226,0.19425777
672,0.80574226,0.19425777
673,0.80732954,0.19267045
674,0.80574226,0.19425777
675,0.80732954,0.19267045
676,0.8088467,0.1911533
677,0.8088467,0.1911533
678,0.7964912,0.2035088
679,0.80732954,0.19267045
680,0.80732954,0.19267045
681,0.7276789,0.27232113
682,0.8088467,0.1911533
683,0.8088467,0.1911533
684,0.8088467,0.1911533
685,0.7964912,0.2035088
686,0.44387364,0.55612636
687,0.7964912,0.2035088
688,0.80574226,0.19425777
689,0.55388343,0.44611657
690,0.8088467,0.1911533
691,0.80732954,0.19267045
692,0.80732954,0.19267045
693,0.80732954,0.19267045
694,0.8088467,0.1911533
695,0.8088467,0.1911533
696,0.8088467,0.1911533
697,0.60947686,0.39052314
698,0.8088467,0.1911533
699,0.8088467,0.1911533
700,0.8088467,0.1911533
701,0.8088467,0.1911533
702,0.8088467,0.1911533
703,0.80732954,0.19267045
704,0.80732954,0.19267045
705,0.8088467,0.1911533
706,0.5406301,0.4593699
707,0.8088467,0.1911533
708,0.8088467,0.1911533
709,0.8088467,0.1911533
710,0.8088467,0.1911533
711,0.8088467,0.1911533
712,0.5406301,0.4593699
713,0.5525937,0.44740632
714,0.8088467,0.1911533
715,0.8088467,0.1911533
716,0.8088467,0.1911533
717,0.7906553,0.2093447
718,0.7906553,0.2093447
719,0.80574226,0.19425777
720,0.80732954,0.19267045
721,0.45414662,0.5458534
722,0.7191464,0.2808536
723,0.80732954,0.19267045
724,0.80732954,0.19267045
725,0.80574226,0.19425777
726,0.7964912,0.2035088
727,0.8088467,0.1911533
728,0.6830928,0.31690723
729,0.80574226,0.19425777
730,0.6846373,0.31536266
731,0.8088467,0.1911533
732,0.8088467,0.1911533
733,0.5419257,0.45807427
734,0.80732954,0.19267045
735,0.8088467,0.1911533
736,0.7276789,0.27232113
737,0.45285338,0.5471466
738,0.8088467,0.1911533
739,0.73903304,0.26096696
740,0.73388773,0.26611227
741,0.8088467,0.1911533
742,0.80574226,0.19425777
743,0.8088467,0.1911533
744,0.80574226,0.19425777
745,0.80732954,0.19267045
746,0.8088467,0.1911533
747,0.7191464,0.2808536
748,0.80732954,0.19267045
749,0.8088467,0.1911533
750,0.8088467,0.1911533
751,0.80732954,0.19267045
752,0.8088467,0.1911533
753,0.79227,0.20773001
754,0.8088467,0.1911533
755,0.80574226,0.19425777
756,0.8088467,0.1911533
757,0.8088467,0.1911533
758,0.8088467,0.1911533
759,0.8088467,0.1911533
760,0.8088467,0.1911533
761,0.80732954,0.19267045
762,0.8088467,0.1911533
763,0.80574226,0.19425777
764,0.8088467,0.1911533
765,0.8088467,0.1911533
766,0.74608994,0.25391006
767,0.8088467,0.1911533
768,0.8088467,0.1911533
769,0.8088467,0.1911533
770,0.8088467,0.1911533
771,0.8088467,0.1911533
772,0.80732954,0.19267045
773,0.80732954,0.19267045
774,0.80732954,0.19267045
775,0.80732954,0.19267045
776,0.80574226,0.19425777
777,0.8088467,0.1911533
778,0.80732954,0.19267045
779,0.8088467,0.1911533
780,0.80732954,0.19267045
781,0.8088467,0.1911533
782,0.8088467,0.1911533
783,0.8088467,0.1911533
784,0.80574226,0.19425777
785,0.8088467,0.1911533
786,0.8088467,0.1911533
787,0.80732954,0.19267045
788,0.60947686,0.39052314
789,0.8088467,0.1911533
790,0.80732954,0.19267045
791,0.73903304,0.26096696
792,0.80574226,0.19425777
793,0.8088467,0.1911533
794,0.8088467,0.1911533
795,0.80574226,0.19425777
796,0.8088467,0.1911533
797,0.8088467,0.1911533
798,0.8088467,0.1911533
799,0.8088467,0.1911533
800,0.8088467,0.1911533
801,0.8088467,0.1911533
802,0.8088467,0.1911533
803,0.80732954,0.19267045
804,0.80574226,0.19425777
805,0.8088467,0.1911533
806,0.7964912,0.2035088
807,0.80732954,0.19267045
808,0.8088467,0.1911533
809,0.8088467,0.1911533
810,0.80574226,0.19425777
811,0.80732954,0.19267045
812,0.6830928,0.31690723
813,0.8088467,0.1911533
814,0.8088467,0.1911533
815,0.80732954,0.19267045
816,0.80732954,0.19267045
817,0.80574226,0.19425777
818,0.8088467,0.1911533
819,0.8088467,0.1911533
820,0.80732954,0.19267045
821,0.80732954,0.19267045
822,0.5525937,0.44740632
823,0.8088467,0.1911533
824,0.80732954,0.19267045
825,0.80574226,0.19425777
826,0.80732954,0.19267045
827,0.8088467,0.1911533
828,0.8088467,0.1911533
829,0.8088467,0.1911533
830,0.80574226,0.19425777
831,0.80574226,0.19425777
832,0.48353517,0.5164648
833,0.80574226,0.19425777
834,0.8088467,0.1911533
835,0.80732954,0.19267045
836,0.49458063,0.5054194
837,0.79227,0.20773001
838,0.53217065,0.46782935
839,0.80732954,0.19267045
840,0.80574226,0.19425777
841,0.8088467,0.1911533
842,0.7906553,0.2093447
843,0.48353517,0.5164648
844,0.8088467,0.1911533
845,0.7964912,0.2035088
846,0.55388343,0.44611657
847,0.80574226,0.19425777
848,0.7964912,0.2035088
849,0.7964912,0.2035088
850,0.8088467,0.1911533
851,0.6830928,0.31690723
852,0.44310397,0.55689603
853,0.49458063,0.5054194
854,0.8088467,0.1911533
855,0.80732954,0.19267045
856,0.8088467,0.1911533
857,0.8088467,0.1911533
858,0.80732954,0.19267045
859,0.8088467,0.1911533
860,0.8088467,0.1911533
861,0.8088467,0.1911533
862,0.80574226,0.19425777
863,0.8088467,0.1911533
864,0.8088467,0.1911533
865,0.80574226,0.19425777
866,0.8088467,0.1911533
867,0.8088467,0.1911533
868,0.8088467,0.1911533
869,0.8088467,0.1911533
870,0.44387364,0.55612636
871,0.55388343,0.44611657
872,0.8088467,0.1911533
873,0.8088467,0.1911533
874,0.80574226,0.19425777
875,0.7906553,0.2093447
876,0.8088467,0.1911533
877,0.43622452,0.5637755
878,0.8088467,0.1911533
879,0.8088467,0.1911533
880,0.80732954,0.19267045
881,0.539891,0.46010897
882,0.49458063,0.5054194
883,0.80732954,0.19267045
884,0.44310397,0.55689603
885,0.8088467,0.1911533
886,0.8088467,0.1911533
887,0.5406301,0.4593699
888,0.80732954,0.19267045
889,0.8088467,0.1911533
890,0.80574226,0.19425777
891,0.80732954,0.19267045
892,0.80732954,0.19267045
893,0.7964912,0.2035088
894,0.80732954,0.19267045
895,0.8088467,0.1911533
896,0.80574226,0.19425777
897,0.80732954,0.19267045
898,0.80574226,0.19425777
899,0.80574226,0.19425777
900,0.80732954,0.19267045
901,0.7276789,0.27232113
902,0.80732954,0.19267045
903,0.8088467,0.1911533
904,0.8088467,0.1911533
905,0.8088467,0.1911533
906,0.80732954,0.19267045
907,0.80574226,0.19425777
908,0.49458063,0.5054194
909,0.8088467,0.1911533
910,0.7964912,0.2035088
911,0.8088467,0.1911533
912,0.6846373,0.31536266
913,0.8088467,0.1911533
914,0.8088467,0.1911533
915,0.80574226,0.19425777
916,0.43622452,0.5637755
917,0.6830928,0.31690723
918,0.80574226,0.19425777
919,0.6846373,0.31536266
920,0.8088467,0.1911533
921,0.80732954,0.19267045
922,0.80732954,0.19267045
923,0.80732954,0.19267045
924,0.5419257,0.45807427
925,0.8088467,0.1911533
926,0.80574226,0.19425777
927,0.8088467,0.1911533
928,0.8088467,0.1911533
929,0.80732954,0.19267045
930,0.8088467,0.1911533
931,0.6846373,0.31536266
932,0.80732954,0.19267045
933,0.80732954,0.19267045
934,0.5602555,0.43974447
935,0.7862563,0.21374369
936,0.7276789,0.27232113
937,0.8088467,0.1911533
938,0.80574226,0.19425777
939,0.8088467,0.1911533
940,0.8088467,0.1911533
941,0.7781079,0.22189215
942,0.80574226,0.19425777
943,0.8088467,0.1911533
944,0.80732954,0.19267045
945,0.46055585,0.53944415
946,0.54832935,0.45167065
947,0.80732954,0.19267045
948,0.8088467,0.1911533
949,0.8088467,0.1911533
950,0.8088467,0.1911533
951,0.5929662,0.40703377
952,0.8088467,0.1911533
953,0.8088467,0.1911533
954,0.80574226,0.19425777
955,0.48353517,0.5164648
956,0.8088467,0.1911533
957,0.8088467,0.1911533
958,0.8088467,0.1911533
959,0.491291,0.508709
960,0.80732954,0.19267045
961,0.8088467,0.1911533
962,0.8088467,0.1911533
963,0.7638142,0.23618579
964,0.8088467,0.1911533
965,0.80732954,0.19267045
966,0.8088467,0.1911533
967,0.49458063,0.5054194
968,0.5419257,0.45807427
969,0.8088467,0.1911533
970,0.76019526,0.23980474
971,0.5406301,0.4593699
972,0.80732954,0.19267045
973,0.5525937,0.44740632
974,0.80732954,0.19267045
975,0.8088467,0.1911533
976,0.80574226,0.19425777
977,0.80732954,0.19267045
978,0.8088467,0.1911533
979,0.8088467,0.1911533
980,0.8088467,0.1911533
981,0.80574226,0.19425777
982,0.5929662,0.40703377
983,0.8088467,0.1911533
984,0.37380874,0.62619126
985,0.80732954,0.19267045
986,0.8088467,0.1911533
987,0.8088467,0.1911533
988,0.80574226,0.19425777
989,0.80574226,0.19425777
990,0.43622452,0.5637755
991,0.45285338,0.5471466
992,0.8088467,0.1911533
993,0.80574226,0.19425777
994,0.80732954,0.19267045
995,0.80574226,0.19425777
