,UserID,cart,category,content,default,error,home,iroa,lorigreiner,mys,product,product-listing-category,product-listing-custom,product-listing-search,productNotFound,shoplive,signupcomplete,wishlist,conversion
82,4.842484122894709e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,8.504362958686123e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2.7803388989958124e+18,1,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1
85,2.407116448229457e+18,3,0,1,2,0,2,0,0,0,5,1,0,5,0,0,0,0,0
86,3.5705418470511227e+18,3,0,12,0,0,0,0,0,0,3,7,0,0,0,0,0,0,1
87,6.337769463127602e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,5.804863409436161e+18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
89,9.764266453033608e+17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
90,9.097889755196783e+18,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
91,3.4199861649199396e+18,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
92,8.564172370294315e+18,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0
93,4.0102382393019407e+18,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
94,2.1503690273401572e+18,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0
95,6.60137374730083e+18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
96,4.594622033728666e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
97,8.757999506237425e+18,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
98,1.5182813914190927e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,9.457001577929622e+17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,3.0359716315052175e+18,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
101,1.0422871108991181e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,7.068014311914452e+17,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
103,4.327444257217791e+18,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
104,3.4241842694205445e+18,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
105,5.546757212787185e+18,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
106,5.294109618633052e+18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2.926789049047761e+18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
108,5.278403216240017e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,9.15697005469379e+18,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
110,1.9793916531089413e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,8.591246615372417e+18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
112,3.5465079483662986e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,7.021547271181109e+18,4,0,1,0,0,5,0,0,0,4,0,0,1,0,0,0,0,1
114,2.9398536815812987e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,3.579700319623095e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,4.1421579828178284e+18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4.460233641845569e+18,0,0,0,0,0,2,0,0,0,7,0,0,5,0,0,0,0,0
118,8.835239729521423e+18,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
119,6.287491775550659e+18,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,8.394407983018094e+18,0,0,3,0,0,1,0,0,0,2,5,1,0,0,0,0,0,0
121,7.891608612335389e+18,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
122,7.775232890519424e+18,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
123,2.429971116196404e+18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
124,6.851001258788747e+18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,3.355774923652916e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126,8.208170584376467e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,7.161997772503179e+18,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
128,3.039755488700612e+18,0,0,0,1,0,1,4,0,0,6,0,0,7,0,0,0,0,0
129,7.441378678545711e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,1.0773644271475436e+18,1,0,3,1,0,1,0,0,0,8,5,0,0,0,0,0,0,1
131,6.915145038227345e+17,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1
132,2.7827546629467453e+18,2,0,1,0,0,3,0,0,0,5,1,0,7,0,0,0,0,0
133,5.464764279804351e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,6.884164182007674e+18,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
135,8.617132047575886e+18,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0
136,6.920130607973131e+18,0,0,7,1,0,2,1,0,0,14,6,0,0,0,0,0,0,0
137,5.792438562787297e+18,0,0,0,114,0,9,11,0,0,2,1,0,0,0,0,0,0,0
138,6.238625740508434e+18,0,0,0,0,0,2,6,0,0,7,1,0,0,0,0,0,0,0
139,4.941342615199522e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140,7.921619863502339e+17,7,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0
141,6.138438439385499e+18,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
142,3.065874872955215e+18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
143,6.417362438642059e+18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
144,7.265817517212574e+18,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
145,6.701445752568502e+18,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0
146,9.018967655002404e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,5.278341783901865e+18,0,0,0,1,0,3,0,0,0,20,3,0,0,0,0,0,0,0
148,6.758504090917648e+18,0,0,0,0,0,3,28,0,0,6,0,0,2,0,0,0,0,0
149,8.974697828021244e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,8.741446529764464e+18,0,0,2,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0
151,3.5800086637427333e+18,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0
152,3.3083610314717414e+18,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
153,5.49634448489816e+18,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
154,6.406277726368428e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,5.530775721967687e+18,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0
156,7.378123523477984e+18,0,0,1,1,0,1,13,0,0,4,1,0,0,0,0,0,0,0
157,5.2124814234727e+18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2.0356452896496524e+16,0,0,2,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0
159,4.257710992594499e+18,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
160,3.4209766537224914e+18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
161,1.9266782944086438e+18,0,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0
162,6.611691775155713e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,6.929789296150121e+18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
164,3.7856742701682417e+18,2,0,2,2,0,5,0,0,0,3,1,0,0,0,0,0,0,1
165,1.4604783543104993e+18,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
166,5.878463061373362e+17,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
167,3.2926377618494054e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,2.072718479395516e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,3.933248710648327e+17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
170,2.945371863491649e+18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
171,7.142060814664545e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,3.6664838618926095e+18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
173,1.211910314571668e+18,0,0,2,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0
174,3.126936076281158e+17,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
175,3.2828730968849526e+18,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
176,3.011164176785723e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177,6.016800908300509e+18,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
178,2.2922570675521213e+18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,1.3597941381196385e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
180,3.523261038767514e+18,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
181,2.813136060340521e+18,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,6.492494893492123e+18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,2.888589081912362e+18,5,0,1,0,0,1,9,0,0,7,0,0,0,0,0,0,0,1
184,2.8925010305993953e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185,2.9654251308528814e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2.2261291810464942e+18,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
187,5.604637836973506e+18,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
188,1.1273492956044184e+18,0,0,2,1,0,1,4,0,0,0,2,0,1,0,1,0,0,0
189,7.129130815853614e+18,0,0,1,10,0,3,0,0,0,1,0,0,3,0,0,0,0,0
190,9.89992358136291e+17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
191,9.183366222904429e+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,3.8606279093439334e+18,3,0,8,5,0,5,0,0,0,21,14,0,0,2,0,0,0,1
193,4.753010714868798e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,2.2228649598905802e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,4.311998007573319e+18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,6.892005347634902e+18,2,0,2,0,0,2,0,0,0,7,0,0,2,0,0,0,0,1
197,6.116797058306959e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,2.0835383281923387e+18,0,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0
199,1.2586599654905551e+18,3,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
200,4.5705597150389207e+18,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
201,3.375814148021561e+18,3,0,1,2,0,2,0,0,0,12,0,0,10,0,0,0,0,0
202,1.9829549949408955e+18,0,0,1,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0
203,1.863008155292444e+18,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0
204,2.6747706563004257e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205,6.956712322231036e+18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
206,3.591387854803387e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,1.5288932672942403e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2.340937382345323e+18,1,0,1,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0
209,6.975914907230356e+18,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
210,6.966054451263706e+18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
211,9.370727110761628e+17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
212,4.070500539340161e+18,0,0,2,0,0,2,0,0,0,7,6,1,0,0,0,0,0,0
213,3.0887720302195953e+18,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0
214,9.446763121785809e+17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,5.60154368932929e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,2.361955455292515e+17,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
217,7.278242216241625e+18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,8.651534256270904e+18,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
219,4.320301610649887e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6.257647220458195e+18,2,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0
221,7.688393125915369e+18,0,0,1,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0
222,3.079239776537365e+18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
223,4.556234802406529e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224,9.178953570738164e+18,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0
225,8.251484000146012e+17,0,0,2,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0
226,3.1593447232172544e+18,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
227,7.536295370627814e+18,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,3.790261127529324e+18,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
229,1.9601090367123807e+18,0,0,4,1,0,3,0,0,0,9,3,0,0,0,0,0,0,0
230,2.789572811497545e+17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,5.28485465571584e+18,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0
232,4.761199006122293e+18,0,0,0,1,0,2,0,0,0,0,5,0,1,0,0,0,0,0
233,6.646600714204951e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,6.788046973061096e+18,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
235,1.1136356984895648e+18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
236,4.845646439727762e+18,0,0,7,0,0,2,11,0,0,13,0,0,0,0,0,0,0,0
237,4.1768543616953687e+18,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
238,8.036944634578291e+18,0,0,2,0,0,3,4,0,0,2,2,0,0,0,0,0,0,0
239,8.385431492925159e+18,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0
240,5.580173475377892e+18,1,0,0,0,0,2,0,0,0,5,4,0,3,0,0,0,0,0
241,8.988855967450821e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,8.388680216093761e+18,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0
243,7.867243434399867e+18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
244,4.464185315012357e+18,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
245,9.911192462848242e+17,1,0,0,1,0,1,1,0,0,5,1,0,1,0,0,0,0,1
246,3.137587305657412e+17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,7.735109941753513e+18,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0
248,2.837061505726229e+18,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,1.834014412591055e+18,0,0,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0
250,4.2499877493161247e+18,0,0,0,3,0,2,0,0,0,5,5,0,3,0,0,0,0,0
251,8.190246085489991e+18,0,0,2,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0
252,7.338444268092653e+18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
253,6.630274303798186e+18,1,0,0,0,0,1,0,0,0,5,0,0,13,0,0,0,0,0
254,8.17691928615309e+17,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
255,2.8789126894236388e+16,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,7.963822837518062e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,9.048502172435724e+18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,4.905089244956425e+18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
259,5.513074244649698e+18,0,0,1,2,0,3,7,0,0,9,2,0,3,0,0,0,0,0
260,7.828035626063331e+18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,8.180881286388422e+17,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
262,4.8837015241234e+18,1,0,0,0,0,1,0,0,0,13,6,0,0,0,0,0,0,0
263,3.531557797865918e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,6.791016791194607e+18,3,0,4,0,0,5,0,0,0,9,0,0,0,0,1,0,0,1
265,5.726163160018612e+18,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
266,1.7990210487388792e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,7.391351719115749e+18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,3.193725524242437e+18,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
269,8.959882276991752e+18,0,0,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,1
270,3.256425159607604e+17,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
271,3.34379661316498e+18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
272,7.37138338665232e+18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
273,1.5575982381841556e+18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
274,1.1446777829011146e+18,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
275,6.817603392465637e+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,5.861942699943845e+18,4,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1
277,6.200041473710466e+18,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
278,2.307599530072601e+18,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
